,0x0,0xffffffff,0x7fffffff,0xfffff000
MIRAGE_HEAT_VS_INPUT,0xdf274932,0x20d8b6cd,0x20d8b6cd,0x8b6cd12b
MIRAGE_HEAT_PS_INPUT,0x194840b5,0xe6b7bf4a,0x66b7bf4a,0x7bf4a12c
IA_SIMWATER_FOR_VIEW_VS_INPUT,0x1bbf957e,0xe4406a81,0x64406a81,0x6a8112d
SIMWATER_FOR_VIEW_VS_OUTPUT,0x34e0b523,0xcb1f4adc,0x4b1f4adc,0xf4adc12e
SIMWATER_FOR_VIEW_PS_INPUT,0x4248efad,0xbdb71052,0x3db71052,0x7105212f
IA_SOFTBODY_QUAD,0xc5de3ef1,0x3a21c10e,0x3a21c10e,0x1c10e130
IA_SOFTBODY_VERTEX,0x46ce84cb,0xb9317b34,0x39317b34,0x17b34131
IA_SOFTBODY_DECOUPLE,0x6656ef47,0x99a910b8,0x19a910b8,0x910b8132
IA_SOFTBODY_VERTEX_NOVTF,0x9c3b0b57,0x63c4f4a8,0x63c4f4a8,0x4f4a8133
IA_SOFTBODY_VERTEX_PS3,0x7d6645e7,0x8299ba18,0x299ba18,0x9ba18134
IA_SOFTBODY_DECOUPLE_NOVTF,0x5b121603,0xa4ede9fc,0x24ede9fc,0xde9fc135
SB_IC_OUTPUT,0x7b51a8cf,0x84ae5730,0x4ae5730,0xe5730136
SB_INPUT,0x7999f244,0x86660dbb,0x6660dbb,0x60dbb137
SB_OUTPUT,0x9e174768,0x61e8b897,0x61e8b897,0x8b897138
SB_OUTPUT2,0x59224020,0xa6ddbfdf,0x26ddbfdf,0xdbfdf139
SB_PSMRTOUT,0x9f12b8f2,0x60ed470d,0x60ed470d,0xd470d13a
SB_PSMRTOUT2,0x49f93f85,0xb606c07a,0x3606c07a,0x6c07a13b
SB_PSMRTOUT3,0x3efe0f13,0xc101f0ec,0x4101f0ec,0x1f0ec13c
TATTOO_OUTPUT,0xbcf69f1c,0x430960e3,0x430960e3,0x960e313d
IA_TATTOO_BLEND2D,0x4fa64028,0xb059bfd7,0x3059bfd7,0x9bfd713e
TATTOO_BLEND2D_OUTPUT,0xbca445f4,0x435bba0b,0x435bba0b,0xbba0b13f
IA_BUILDER,0xb0c43c1f,0x4f3bc3e0,0x4f3bc3e0,0xbc3e0140
BUILDER_VS_INPUT,0x2121b757,0xdede48a8,0x5ede48a8,0xe48a8141
BUILDER_PS_INPUT,0xe74ebed0,0x18b1412f,0x18b1412f,0x1412f142
IA_SKY,0xa87b7d,0xff578482,0x7f578482,0x78482143
IA_ASTRAL_BODY,0x8124365a,0x7edbc9a5,0x7edbc9a5,0xbc9a5144
SKY_MAP_VS_OUT,0x5e11b63e,0xa1ee49c1,0x21ee49c1,0xe49c1145
SKY_OUT,0x9caf92b4,0x63506d4b,0x63506d4b,0x6d4b146
ASTRAL_BODY_VS_OUT,0xbf49ec94,0x40b6136b,0x40b6136b,0x6136b147
IA_SKY_STAR,0xc87cc880,0x3783377f,0x3783377f,0x3377f148
SKY_STAR_OUT,0xe435660b,0x1bca99f4,0x1bca99f4,0xa99f4149
SKY_STARRY_SKY_OUT,0xc9d48f8f,0x362b7070,0x362b7070,0xb707014a
IA_AMBIENT_SHADOW,0xa62c2d1c,0x59d3d2e3,0x59d3d2e3,0x3d2e314b
AMBIENT_SHADOW_OUT,0x6b64716d,0x949b8e92,0x149b8e92,0xb8e9214c
OCCLUSION_QUERY_VS_OUTPUT,0x727d7367,0x8d828c98,0xd828c98,0x28c9814d
MRTOutput,0x73fd79ea,0x8c028615,0xc028615,0x2861514e
MRTOutput3T,0x54fc4321,0xab03bcde,0x2b03bcde,0x3bcde14f
IA_VERTEX_INDEX_F32,0xad1857a8,0x52e7a857,0x52e7a857,0x7a857150
IA_VERTEX_INDEX_F16,0x9843f133,0x67bc0ecc,0x67bc0ecc,0xc0ecc151
TRIANGLE_INPUT,0x7ac19dcc,0x853e6233,0x53e6233,0xe6233152
TRIANGLE_OUTPUT,0x7d771415,0x8288ebea,0x288ebea,0x8ebea153
IA_TRIANGLE_INDEX_F32,0x21cb413e,0xde34bec1,0x5e34bec1,0x4bec1154
IA_TRIANGLE_INDEX_F16,0x1490e7a5,0xeb6f185a,0x6b6f185a,0xf185a155
MIRROR_OUTPUT,0x8b7ddb2e,0x748224d1,0x748224d1,0x224d1156
MIRROR_FILTER,0x386790ad,0xc7986f52,0x47986f52,0x86f52157
IA_INF_PARTICLE,0x7b98013a,0x8467fec5,0x467fec5,0x7fec5158
INF_PARTICLE_VS_INPUT,0xa2cc8f14,0x5d3370eb,0x5d3370eb,0x370eb159
INF_PARTICLE_PS_INPUT,0x64a38693,0x9b5c796c,0x1b5c796c,0xc796c15a
SCALING_FILTER_OUTPUT,0x36c94ddc,0xc936b223,0x4936b223,0x6b22315b
$Globals,0x25984d3d,0xda67b2c2,0x5a67b2c2,0x7b2c215c
ComputeVals,0xddbbdbbe,0x22442441,0x22442441,0x4244115d
CBViewProjection,0x94e46cc4,0x6b1b933b,0x6b1b933b,0xb933b15e
CBScreen,0x7886bb92,0x8779446d,0x779446d,0x9446d15f
CBViewProjectionPF,0x8f4f00d3,0x70b0ff2c,0x70b0ff2c,0xff2c160
CBViewFrustum,0xc5c92aa9,0x3a36d556,0x3a36d556,0x6d556161
CBWorld,0x978bd2a7,0x68742d58,0x68742d58,0x42d58162
CBTest,0x4334dc66,0xbccb2399,0x3ccb2399,0xb2399163
CBPicker,0x42989022,0xbd676fdd,0x3d676fdd,0x76fdd164
CBMipLevel,0x5cfe3895,0xa301c76a,0x2301c76a,0x1c76a165
CBHDRFactor,0x99e3c49c,0x661c3b63,0x661c3b63,0xc3b63166
CBROPTest,0x41f06f3e,0xbe0f90c1,0x3e0f90c1,0xf90c1167
CBBlendFactor,0x61ae8059,0x9e517fa6,0x1e517fa6,0x17fa6168
SSPoint,0xb50d7d30,0x4af282cf,0x4af282cf,0x282cf169
SSLinear,0x1706c440,0xe8f93bbf,0x68f93bbf,0x93bbf16a
SSAnisotoropic,0x4f457d33,0xb0ba82cc,0x30ba82cc,0xa82cc16b
SSWrapPoint,0xb61bec7d,0x49e41382,0x49e41382,0x4138216c
SSWrapLinear,0x1f68effc,0xe0971003,0x60971003,0x7100316d
SSWrapAnisotoropic,0x41b661a0,0xbe499e5f,0x3e499e5f,0x99e5f16e
SSBorderPoint,0xfbcfcbb5,0x430344a,0x430344a,0x344a16f
SSBorderLinear,0x8a9a7159,0x75658ea6,0x75658ea6,0x58ea6170
SSLinearMipPoint,0x67a6f665,0x9859099a,0x1859099a,0x9099a171
SSClampPoint,0x53f29059,0xac0d6fa6,0x2c0d6fa6,0xd6fa6172
SSClampLinear,0x238ee251,0xdc711dae,0x5c711dae,0x11dae173
BSDefault,0x7c4b2d37,0x83b4d2c8,0x3b4d2c8,0x4d2c8174
BSSolid,0x6739d4d2,0x98c62b2d,0x18c62b2d,0x62b2d175
BSSolidEx,0xa0b986d8,0x5f467927,0x5f467927,0x67927176
BSBlendAlpha,0x612dc450,0x9ed23baf,0x1ed23baf,0x23baf177
BSComposite,0xeb72b7dc,0x148d4823,0x148d4823,0xd4823178
BSInvComposite,0xcde14ff1,0x321eb00e,0x321eb00e,0xeb00e179
BSBlendInvAlpha,0x164c1de4,0xe9b3e21b,0x69b3e21b,0x3e21b17a
BSAdd,0x7bfb06d,0xf8404f92,0x78404f92,0x4f9217b
BSMul,0x53a7e22b,0xac581dd4,0x2c581dd4,0x81dd417c
BSAddAlpha,0xecb2c4e2,0x134d3b1d,0x134d3b1d,0xd3b1d17d
BSAddInvAlpha,0xb026b9c2,0x4fd9463d,0x4fd9463d,0x9463d17e
BSBlendFactor,0x2b85f84f,0xd47a07b0,0x547a07b0,0xa07b017f
BSBlendFactorAlpha,0x19dec3bc,0xe6213c43,0x66213c43,0x13c43180
BSMax,0x67d3e103,0x982c1efc,0x182c1efc,0xc1efc181
BSNoWrite,0x5adadae7,0xa5252518,0x25252518,0x52518182
BSAZero,0x8bd9313e,0x7426cec1,0x7426cec1,0x6cec1183
BSAAdd,0x955f6c92,0x6aa0936d,0x6aa0936d,0x936d184
BSASub,0x30479da9,0xcfb86256,0x4fb86256,0x86256185
BSAInvert,0x6bc47f95,0x943b806a,0x143b806a,0xb806a186
BSRGBWrite,0x9cad7435,0x63528bca,0x63528bca,0x28bca187
BSRWrite,0x2769e269,0xd8961d96,0x58961d96,0x61d96188
BSGWrite,0x74727141,0x8b8d8ebe,0xb8d8ebe,0xd8ebe189
BSBWrite,0x24bfe0f2,0xdb401f0d,0x5b401f0d,0x1f0d18a
BSAWrite,0xa22b925c,0x5dd46da3,0x5dd46da3,0x46da318b
BSAddColor,0x5a04b561,0xa5fb4a9e,0x25fb4a9e,0xb4a9e18c
BSBlendColor,0xd79bb5d3,0x28644a2c,0x28644a2c,0x44a2c18d
BSRevSubAlpha,0xfa23bf9b,0x5dc4064,0x5dc4064,0xc406418e
BSRevSubInvAlpha,0xa0c5e9e4,0x5f3a161b,0x5f3a161b,0xa161b18f
BSRevSubBlendAlpha,0xcacf8fe8,0x35307017,0x35307017,0x7017190
BSRevSubColor,0x4c95ce18,0xb36a31e7,0x336a31e7,0xa31e7191
BSRevSubBlendColor,0x7c79fe6b,0x83860194,0x3860194,0x60194192
BSRevSub,0xdd695a7c,0x2296a583,0x2296a583,0x6a583193
BSAddAlphaRGB,0x970c1e7a,0x68f3e185,0x68f3e185,0x3e185194
BSBlendAlphaRGB,0x3166ba5c,0xce9945a3,0x4e9945a3,0x945a3195
BSAddColorRGB,0x6059e51b,0x9fa61ae4,0x1fa61ae4,0x61ae4196
BSBlendColorRGB,0xc633413d,0x39ccbec2,0x39ccbec2,0xcbec2197
BSAddRGB,0x48878263,0xb7787d9c,0x37787d9c,0x87d9c198
BSRevSubAlphaRGB,0x87ef4e5c,0x7810b1a3,0x7810b1a3,0xb1a3199
BSRevSubBlendAlphaRGB,0xa7a200c5,0x585dff3a,0x585dff3a,0xdff3a19a
BSRevSubColorRGB,0x70bab53d,0x8f454ac2,0xf454ac2,0x54ac219b
BSRevSubBlendColorRGB,0x50f7fba4,0xaf08045b,0x2f08045b,0x8045b19c
BSRevSubRGB,0x9e422779,0x61bdd886,0x61bdd886,0xdd88619d
BSMinAlpha,0x7b51930b,0x84ae6cf4,0x4ae6cf4,0xe6cf419e
BSMaxAlpha,0x9d313cea,0x62cec315,0x62cec315,0xec31519f
BSMinAlphaRGB,0xfdc68d93,0x239726c,0x239726c,0x9726c1a0
BSMaxAlphaRGB,0x31cbf69c,0xce340963,0x4e340963,0x409631a1
BSBlendAlphaEx,0xb4bb6a61,0x4b44959e,0x4b44959e,0x4959e1a2
BSAddAlphaEx,0x62482bc4,0x9db7d43b,0x1db7d43b,0x7d43b1a3
BSBlendColorEx,0x831756f5,0x7ce8a90a,0x7ce8a90a,0x8a90a1a4
BSAddColorEx,0x55e41750,0xaa1be8af,0x2a1be8af,0xbe8af1a5
BSAccumulateColorAlpha,0x66683611,0x9997c9ee,0x1997c9ee,0x7c9ee1a6
DSDefault,0xf5154bd,0xf0aeab42,0x70aeab42,0xeab421a7
DSZTestWrite,0x87d47ec6,0x782b8139,0x782b8139,0xb81391a8
DSZTestWriteEQ,0xfaa663fa,0x5599c05,0x5599c05,0x99c051a9
DSZTestWriteGT,0xb8faf5f7,0x47050a08,0x47050a08,0x50a081aa
DSZTest,0x8c982d09,0x7367d2f6,0x7367d2f6,0x7d2f61ab
DSZTestEQ,0x44a6a379,0xbb595c86,0x3b595c86,0x95c861ac
DSZWrite,0xd556983,0xf2aa967c,0x72aa967c,0xa967c1ad
DSZWriteStencilWrite,0xae2861f,0xf51d79e0,0x751d79e0,0xd79e01ae
DSZTestWriteStencilWrite,0xdf537f59,0x20ac80a6,0x20ac80a6,0xc80a61af
DSZTestWriteEQStencilWrite,0x5842fc37,0xa7bd03c8,0x27bd03c8,0xd03c81b0
DSZTestStencilWrite,0x1aecfaee,0xe5130511,0x65130511,0x305111b1
DSZTestEQStencilWrite,0x6e147658,0x91eb89a7,0x11eb89a7,0xb89a71b2
DSStencilWrite,0xde6ba514,0x21945aeb,0x21945aeb,0x45aeb1b3
RSDefault,0xd08b6f46,0x2f7490b9,0x2f7490b9,0x490b91b4
RSMesh,0xef2ef730,0x10d108cf,0x10d108cf,0x108cf1b5
RSMeshBias1,0xef43ddf4,0x10bc220b,0x10bc220b,0xc220b1b6
RSMeshBias2,0x764a8c4e,0x89b573b1,0x9b573b1,0x573b11b7
RSMeshBias3,0x14dbcd8,0xfeb24327,0x7eb24327,0x243271b8
RSMeshBias4,0x9f29297b,0x60d6d684,0x60d6d684,0x6d6841b9
RSMeshBias5,0xe82e19ed,0x17d1e612,0x17d1e612,0x1e6121ba
RSMeshBias6,0x71274857,0x8ed8b7a8,0xed8b7a8,0x8b7a81bb
RSMeshBias7,0x62078c1,0xf9df873e,0x79df873e,0xf873e1bc
RSMeshBias8,0x969f6550,0x69609aaf,0x69609aaf,0x9aaf1bd
RSMeshBias9,0xe19855c6,0x1e67aa39,0x1e67aa39,0x7aa391be
RSMeshBias10,0x4ee4aaf9,0xb11b5506,0x311b5506,0xb55061bf
RSMeshBias11,0x39e39a6f,0xc61c6590,0x461c6590,0xc65901c0
RSMeshBias12,0xa0eacbd5,0x5f15342a,0x5f15342a,0x5342a1c1
RSMeshCF,0xf9ad54fe,0x652ab01,0x652ab01,0x2ab011c2
RSMeshCN,0xf776dccc,0x8892333,0x8892333,0x923331c3
RSPrim,0x9473c3d3,0x6b8c3c2c,0x6b8c3c2c,0xc3c2c1c4
RSScissorMesh,0xe3fd677c,0x1c029883,0x1c029883,0x298831c5
RSScissorPrim,0x98a0539f,0x675fac60,0x675fac60,0xfac601c6
RSWireFrame,0x5134c452,0xaecb3bad,0x2ecb3bad,0xb3bad1c7
CBSystemGamma,0x771b902b,0x88e46fd4,0x8e46fd4,0x46fd41c8
CBSystemMipTarget,0x6cc8c5e3,0x93373a1c,0x13373a1c,0x73a1c1c9
CBSystemNormalSlope,0xeded0c26,0x1212f3d9,0x1212f3d9,0x2f3d91ca
CBSystemDepthCopy,0x92f85565,0x6d07aa9a,0x6d07aa9a,0x7aa9a1cb
CBHDREmphasis,0xf577c2ee,0xa883d11,0xa883d11,0x83d111cc
CBSystemStencilRouting,0x7753f203,0x88ac0dfc,0x8ac0dfc,0xc0dfc1cd
SSSystemCopy,0x10e0398d,0xef1fc672,0x6f1fc672,0xfc6721ce
BSMRTWrite0001,0x861cca9b,0x79e33564,0x79e33564,0x335641cf
BSMRTWrite0010,0xe800cb4c,0x17ff34b3,0x17ff34b3,0xf34b31d0
BSMRTWrite0011,0x9f07fbda,0x60f80425,0x60f80425,0x804251d1
BSMRTWrite0100,0xf0d9903a,0xf266fc5,0xf266fc5,0x66fc51d2
BSMRTWrite0101,0x87dea0ac,0x78215f53,0x78215f53,0x15f531d3
BSMRTWrite0110,0xe9c2a17b,0x163d5e84,0x163d5e84,0xd5e841d4
BSMRTWrite0111,0x9ec591ed,0x613a6e12,0x613a6e12,0xa6e121d5
BSMRTWrite1000,0x49a79d68,0xb6586297,0x36586297,0x862971d6
BSMRTWrite1001,0x3ea0adfe,0xc15f5201,0x415f5201,0xf52011d7
BSMRTWrite1010,0x50bcac29,0xaf4353d6,0x2f4353d6,0x353d61d8
BSMRTWrite1011,0x27bb9cbf,0xd8446340,0x58446340,0x463401d9
BSMRTWrite1100,0x4865f75f,0xb79a08a0,0x379a08a0,0xa08a01da
BSMRTWrite1101,0x3f62c7c9,0xc09d3836,0x409d3836,0xd38361db
BSMRTWrite1110,0x517ec61e,0xae8139e1,0x2e8139e1,0x139e11dc
SSProcedural,0x245a8a3,0xfdba575c,0x7dba575c,0xa575c1dd
DSFilterStencilEqual,0x5faec75a,0xa05138a5,0x205138a5,0x138a51de
CBFilter,0xd80e85bf,0x27f17a40,0x27f17a40,0x17a401df
SSFilter,0x651c23ee,0x9ae3dc11,0x1ae3dc11,0x3dc111e0
CBHermiteCurve,0xa60e13c0,0x59f1ec3f,0x59f1ec3f,0x1ec3f1e1
CBSMAA,0x537e63d5,0xac819c2a,0x2c819c2a,0x19c2a1e2
CBDevelopFlags,0x33891556,0xcc76eaa9,0x4c76eaa9,0x6eaa91e3
SSDevelop,0x17c574f5,0xe83a8b0a,0x683a8b0a,0xa8b0a1e4
BSBlendAddAlpha,0x2fc7fa8f,0xd0380570,0x50380570,0x805701e5
BSBlendBlendAlpha,0x701f0f64,0x8fe0f09b,0xfe0f09b,0xf09b1e6
BSBlendAddColor,0x99718b0c,0x668e74f3,0x668e74f3,0xe74f31e7
BSBlendBlendColor,0xc6a97ee7,0x39568118,0x39568118,0x681181e8
BSBlendAdd,0xe5ddfadd,0x1a220522,0x1a220522,0x205221e9
BSBlendRevSubAlpha,0xdb8679e5,0x2479861a,0x2479861a,0x9861a1ea
BSBlendRevSubBlendAlpha,0x8c27eaf4,0x73d8150b,0x73d8150b,0x8150b1eb
BSBlendRevSubColor,0x6d300866,0x92cff799,0x12cff799,0xff7991ec
BSBlendRevSubBlendColor,0x3a919b77,0xc56e6488,0x456e6488,0xe64881ed
BSBlendRevSub,0xb11d0375,0x4ee2fc8a,0x4ee2fc8a,0x2fc8a1ee
BSBlendMinAlpha,0xb824ad66,0x47db5299,0x47db5299,0xb52991ef
BSBlendMaxAlpha,0x5e440287,0xa1bbfd78,0x21bbfd78,0xbfd781f0
BSBlendNoBlend,0xf59c1d6d,0xa63e292,0xa63e292,0x3e2921f1
BSBlendAddAlphaRGB,0xb6a9d804,0x495627fb,0x495627fb,0x627fb1f2
BSBlendBlendAlphaRGB,0xf2dda804,0xd2257fb,0xd2257fb,0x257fb1f3
BSBlendAddColorRGB,0x41fc2365,0xbe03dc9a,0x3e03dc9a,0x3dc9a1f4
BSBlendBlendColorRGB,0x5885365,0xfa77ac9a,0x7a77ac9a,0x7ac9a1f5
BSBlendAddRGB,0x24f3db6a,0xdb0c2495,0x5b0c2495,0xc24951f6
BSBlendRevSubAlphaRGB,0xe29c2c88,0x1d63d377,0x1d63d377,0x3d3771f7
BSBlendRevSubBlendAlphaRGB,0x4c5af3f,0xfb3a50c0,0x7b3a50c0,0xa50c01f8
BSBlendRevSubColorRGB,0x15c9d7e9,0xea362816,0x6a362816,0x628161f9
BSBlendRevSubBlendColorRGB,0xf390545e,0xc6faba1,0xc6faba1,0xfaba11fa
BSBlendRevSubRGB,0xad824fa2,0x527db05d,0x527db05d,0xdb05d1fb
BSBlendMinAlphaRGB,0xdc634bed,0x239cb412,0x239cb412,0xcb4121fc
BSBlendMaxAlphaRGB,0x106e30e2,0xef91cf1d,0x6f91cf1d,0x1cf1d1fd
BSBlendAddDestColor,0xd684bbb3,0x297b444c,0x297b444c,0xb444c1fe
BSBlendBlendAddDestColor,0xc2c30f99,0x3d3cf066,0x3d3cf066,0xcf0661ff
BSBlendBlendAddDestAlpha,0x74757e1a,0x8b8a81e5,0xb8a81e5,0xa81e5200
BSBlendAddDestColorRGB,0x9d6faa67,0x62905598,0x62905598,0x5598201
BSBlendBlendAddDestColorRGB,0xc0a4d6ca,0x3f5b2935,0x3f5b2935,0xb2935202
BSBlendBlendAddDestAlphaRGB,0x37f12dab,0xc80ed254,0x480ed254,0xed254203
BSBlendNoBlendRGB,0xf1493147,0xeb6ceb8,0xeb6ceb8,0x6ceb8204
CBLocalWind,0xa466f8c,0xf5b99073,0x75b99073,0x99073205
CBMaterial,0x868937fe,0x7976c801,0x7976c801,0x6c801206
CBFog,0xadc837d3,0x5237c82c,0x5237c82c,0x7c82c207
CBBlendFog,0xce165925,0x31e9a6da,0x31e9a6da,0x9a6da208
BSFogBlend,0x1999a3ed,0xe6665c12,0x66665c12,0x65c12209
CBSkinning,0x89d5469d,0x762ab962,0x762ab962,0xab96220a
CBJointMatrix,0xa4bb180a,0x5b44e7f5,0x5b44e7f5,0x4e7f520b
CBJointMatrixPF,0x8d5e7f69,0x72a18096,0x72a18096,0x1809620c
CBJointMatrixEx,0x7b8a84d6,0x84757b29,0x4757b29,0x57b2920d
CBAmbient,0x7b6eead6,0x84911529,0x4911529,0x1152920e
CBLightGroup,0x5eadabbb,0xa1525444,0x21525444,0x2544420f
CBDeferredLightingDiscontinuitySensitiveFiltering,0x2528aab0,0xdad7554f,0x5ad7554f,0x7554f210
CBDynamicLighting,0xa9b1596e,0x564ea691,0x564ea691,0xea691211
CBDynamicLightingDL,0x436f938d,0xbc906c72,0x3c906c72,0x6c72212
SSTransparencyMap,0x6f810898,0x907ef767,0x107ef767,0xef767213
SSAlbedoMap,0x89135586,0x76ecaa79,0x76ecaa79,0xcaa79214
SSAlbedoMapClamp,0x5796dc77,0xa8692388,0x28692388,0x92388215
SSOcclusionMap,0xb7268770,0x48d9788f,0x48d9788f,0x9788f216
SSNormalMap,0x89fda389,0x76025c76,0x76025c76,0x25c76217
SSNormalMapClamp,0xd5b7ff77,0x2a480088,0x2a480088,0x80088218
SSDetailNormalMap,0x1f73b41,0xfe08c4be,0x7e08c4be,0x8c4be219
SSParallaxHeightMap,0x197f45a1,0xe680ba5e,0x6680ba5e,0xba5e21a
CBLightMask,0x119d585d,0xee62a7a2,0x6e62a7a2,0x2a7a221b
SSLightMap,0x9625f7f6,0x69da0809,0x69da0809,0xa080921c
SSThinMap,0x5e387dee,0xa1c78211,0x21c78211,0x7821121d
CBChannelBlend,0xf97b1fd3,0x684e02c,0x684e02c,0x4e02c21e
SSFresnelMap,0x9f6be68e,0x60941971,0x60941971,0x4197121f
SSEnvMap,0xcfd4409c,0x302bbf63,0x302bbf63,0xbbf63220
SSEnvMapLODBias1,0x9b90886d,0x646f7792,0x646f7792,0xf7792221
SSEnvMapLODBias2,0x299d9d7,0xfd662628,0x7d662628,0x62628222
SSEnvMapLODBias3,0x759ee941,0x8a6116be,0xa6116be,0x116be223
SSEnvMapLODBias4,0xebfa7ce2,0x1405831d,0x1405831d,0x5831d224
SSEnvMapLODBias5,0x9cfd4c74,0x6302b38b,0x6302b38b,0x2b38b225
SSSphereMap,0x45cc61d,0xfba339e2,0x7ba339e2,0x339e2226
SSSpecularMap,0x5ff7fbc1,0xa008043e,0x2008043e,0x8043e227
SSSpecularMapClamp,0x69782cfd,0x9687d302,0x1687d302,0x7d302228
SSShininessMap,0xf97df4d6,0x6820b29,0x6820b29,0x20b29229
SSEmissionMap,0xc789cfe1,0x3876301e,0x3876301e,0x6301e22a
CBDistortion,0x7ee1035c,0x811efca3,0x11efca3,0xefca322b
CBDistortionRefract,0xa43b708,0xf5bc48f7,0x75bc48f7,0xc48f722c
SSDistortionMap,0x8db9f889,0x72460776,0x72460776,0x6077622d
CBDissolve,0x806b41b3,0x7f94be4c,0x7f94be4c,0x4be4c22e
SSDisolveMap,0xb82127da,0x47ded825,0x47ded825,0xed82522f
CBSwing1Weight,0x7184c39d,0x8e7b3c62,0xe7b3c62,0xb3c62230
CBSwing2Weight,0x406cd900,0xbf9326ff,0x3f9326ff,0x326ff231
CBQuantCompress,0xe22cb86b,0x1dd34794,0x1dd34794,0x34794232
CBSwingBillboard,0x36b067e,0xfc94f981,0x7c94f981,0x4f981233
CBInstanceID,0xacd52266,0x532add99,0x532add99,0xadd99234
CBInstanceShadowCasterCache,0x99d06d7b,0x662f9284,0x662f9284,0xf9284235
CBLatticeDeform,0x48e64cea,0xb719b315,0x3719b315,0x9b315236
CBMorph,0x521a4cf2,0xade5b30d,0x2de5b30d,0x5b30d237
SSWrapOneLinear,0x6eb280f3,0x914d7f0c,0x114d7f0c,0xd7f0c238
CBVertexDisplacement,0x261eabe6,0xd9e15419,0x59e15419,0x15419239
CBVertexDisplacement2,0x539ae7eb,0xac651814,0x2c651814,0x5181423a
CBVertexDisplacement3,0x249dd77d,0xdb622882,0x5b622882,0x2288223b
CBVertexDisplacementWave,0x5a4314f0,0xa5bceb0f,0x25bceb0f,0xceb0f23c
CBVertexDisplacementExplosion,0xab79e1bc,0x54861e43,0x54861e43,0x61e4323d
CBVertexDisplacementRandUV,0xced9a458,0x31265ba7,0x31265ba7,0x65ba723e
CBVertexDisplacementExplosionQuant,0xd794e666,0x286b1999,0x286b1999,0xb199923f
CBVertexDispMaskUV,0x1739e391,0xe8c61c6e,0x68c61c6e,0x61c6e240
CBVertexDispUV,0xb35cdac0,0x4ca3253f,0x4ca3253f,0x3253f241
CBVertexDisplacementDirExplosion,0x3982919f,0xc67d6e60,0x467d6e60,0xd6e60242
CBDebugView,0xb6485404,0x49b7abfb,0x49b7abfb,0x7abfb243
CBMotionBlur,0x2f951c8a,0xd06ae375,0x506ae375,0xae375244
CBMaterialVelocity,0xc7922979,0x386dd686,0x386dd686,0xdd686245
BSOutlineModulate,0xd7b27b94,0x284d846b,0x284d846b,0xd846b246
BSOutlineBlend,0xad312bb6,0x52ced449,0x52ced449,0xed449247
CBOutlineFilter,0x2a334bf6,0xd5ccb409,0x55ccb409,0xcb409248
CBOutlineMask,0x2fab3a63,0xd054c59c,0x5054c59c,0x4c59c249
DSOutlineZTestStencilTest,0x3cf12493,0xc30edb6c,0x430edb6c,0xedb6c24a
DSOutlineZTestWriteStencilTest,0x42bb9d42,0xbd4462bd,0x3d4462bd,0x462bd24b
CBShadowLight,0xe89ed314,0x17612ceb,0x17612ceb,0x12ceb24c
CBShadowType,0xdbd4733e,0x242b8cc1,0x242b8cc1,0xb8cc124d
CBMultiShadow,0x91ac4ae8,0x6e53b517,0x6e53b517,0x3b51724e
CBShadowReceiverMode,0x55acc9a8,0xaa533657,0x2a533657,0x3365724f
CBShadowCasterRasterizerState,0x3645e29b,0xc9ba1d64,0x49ba1d64,0xa1d64250
CBShadowCast,0x45b29de1,0xba4d621e,0x3a4d621e,0xd621e251
CBShadowCastOption,0x688ee73a,0x977118c5,0x177118c5,0x118c5252
CBShadowFrustum,0x41bf8766,0xbe407899,0x3e407899,0x7899253
CBShadowReceive,0x67278c2b,0x98d873d4,0x18d873d4,0x873d4254
SSShadowDepth,0x5a9d94c3,0xa5626b3c,0x25626b3c,0x26b3c255
SSShadowDepthComp,0xba8bdd7d,0x45742282,0x45742282,0x42282256
SSShadowVariance,0xa41bb5d8,0x5be44a27,0x5be44a27,0x44a27257
SSShadowVariance0,0x7c779e72,0x8388618d,0x388618d,0x8618d258
SSShadowVariance1,0xb70aee4,0xf48f511b,0x748f511b,0xf511b259
SSShadowVariance2,0x9279ff5e,0x6d8600a1,0x6d8600a1,0x600a125a
SSShadowVariance3,0xe57ecfc8,0x1a813037,0x1a813037,0x1303725b
SSShadowVarianceMIP0,0xf3eb85ad,0xc147a52,0xc147a52,0x47a5225c
BSShadowRecvSolidGroup0,0x454f152d,0xbab0ead2,0x3ab0ead2,0xead225d
BSShadowRecvSolidGroup1,0x324825bb,0xcdb7da44,0x4db7da44,0x7da4425e
BSShadowRecvTransparentGroup0,0xd1081aef,0x2ef7e510,0x2ef7e510,0x7e51025f
BSShadowRecvTransparentGroup1,0xa60f2a79,0x59f0d586,0x59f0d586,0xd586260
BSShadowRecvMultiSolidGroup0,0x6ebb091,0xf9144f6e,0x79144f6e,0x44f6e261
BSShadowRecvMultiSolidGroup1,0x71ec8007,0x8e137ff8,0xe137ff8,0x37ff8262
BSShadowRecvMultiTransparentGroup0,0xb41264cc,0x4bed9b33,0x4bed9b33,0xd9b33263
BSShadowRecvMultiTransparentGroup1,0xc315545a,0x3ceaaba5,0x3ceaaba5,0xaaba5264
BSShadowRecvZPass,0x30c3c318,0xcf3c3ce7,0x4f3c3ce7,0xc3ce7265
CBDualParaboloid,0x3cfa6d83,0xc305927c,0x4305927c,0x5927c266
DSDeferredLightingZWriteStencilTestRouted,0xccccd77e,0x33332881,0x33332881,0x32881267
