,0x0,0xffffffff,0x7fffffff
fTVNoiseBlankWidth,0x2491705e,0xdb6e8fa1,0x5b6e8fa1
fTVNoiseBlankColor,0xcedd7d98,0x31228267,0x31228267
CBFishEyeFilter,0x96df1d1f,0x6920e2e0,0x6920e2e0
fFishEyeScale,0x471de8e,0xfb8e2171,0x7b8e2171
CBColorCorrectMatrix,0xda1938d2,0x25e6c72d,0x25e6c72d
fColorCorrectMatrix,0x5a79fc1a,0xa58603e5,0x258603e5
CBColorCorrectGamma,0xec2c74c7,0x13d38b38,0x13d38b38
fColorCorrectGamma,0xe98f7752,0x167088ad,0x167088ad
CBColorCorrectColor,0x4e39ec5f,0xb1c613a0,0x31c613a0
fColorCorrectColor,0x4b9aefca,0xb4651035,0x34651035
SSVariance,0x24edf797,0xdb120868,0x5b120868
CBBloomFilter,0x3f4efc97,0xc0b10368,0x40b10368
fBloomColorScale,0xb99768a,0xf4668975,0x74668975
fBloomThreshold,0xb1f860d3,0x4e079f2c,0x4e079f2c
CBBloomGaussBlur,0xb7a86649,0x485799b6,0x485799b6
fBloomGaussOffsets,0xfdf0d6aa,0x20f2955,0x20f2955
fBloomGaussWeights,0x7aa6b2e7,0x85594d18,0x5594d18
CBLightScattering,0x8c1f1092,0x73e0ef6d,0x73e0ef6d
fLSFactor0,0x7a9b1958,0x8564e6a7,0x564e6a7
fLSFactor1,0xd9c29ce,0xf263d631,0x7263d631
fLSFactor2,0x94957874,0x6b6a878b,0x6b6a878b
fLSSunColor,0x2a0d8279,0xd5f27d86,0x55f27d86
fLSSunDir,0xb809b83c,0x47f647c3,0x47f647c3
CBImagePlane,0xb1b6f0e6,0x4e490f19,0x4e490f19
fImagePlaneColor,0x52eeed0c,0xad1112f3,0x2d1112f3
fImagePlaneUVTransform,0x46581f1c,0xb9a7e0e3,0x39a7e0e3
CBHazeFilter,0x59cdc460,0xa6323b9f,0x26323b9f
fHazeFilterStart,0x242d24fb,0xdbd2db04,0x5bd2db04
fHazeFilterInverseRange,0x13ed6d2,0xfec1292d,0x7ec1292d
fHazeFilterHeightStart,0xf5a55897,0xa5aa768,0xa5aa768
fHazeFilterHeightInverseRange,0x2eb61856,0xd149e7a9,0x5149e7a9
fHazeFilterUVWOffset,0xf56816f1,0xa97e90e,0xa97e90e
fHazeFilterScale,0x571254f0,0xa8edab0f,0x28edab0f
CBToneMapFilter,0x1c4592fd,0xe3ba6d02,0x63ba6d02
fAvgLogBlend,0xd26aad67,0x2d955298,0x2d955298
fAvgLogScale,0x95b1f9cb,0x6a4e0634,0x6a4e0634
CBCubeMapFilter,0x3904a525,0xc6fb5ada,0x46fb5ada
fCubeMapUpVector,0x628b2e23,0x9d74d1dc,0x1d74d1dc
fCubeMapDelta,0xafd7737a,0x50288c85,0x50288c85
fCubeMapPow,0x6b0c49be,0x94f3b641,0x14f3b641
fCubeMapMipLevel,0x4b828a5,0xfb47d75a,0x7b47d75a
fCubeMapBlendFactor,0x90b89365,0x6f476c9a,0x6f476c9a
CBDOFFilter,0x23d0201e,0xdc2fdfe1,0x5c2fdfe1
fDOFPoissonOffsets,0xa05452e1,0x5fabad1e,0x5fabad1e
fDOFPixelSizeLow,0x78bd4f2f,0x8742b0d0,0x742b0d0
fDOFPixelSizeHigh,0xfbef7f45,0x41080ba,0x41080ba
fDOFGradateColor,0x2c5cecf6,0xd3a31309,0x53a31309
fDOFFocus,0x6ac65e86,0x9539a179,0x1539a179
fDOFNear,0x1d655e5c,0xe29aa1a3,0x629aa1a3
fDOFFar,0x33e59d26,0xcc1a62d9,0x4c1a62d9
fDOFNearLimit,0xd916f8e8,0x26e90717,0x26e90717
fDOFFarLimit,0xe4be53c2,0x1b41ac3d,0x1b41ac3d
fDOFCoCScale,0xa0973f17,0x5f68c0e8,0x5f68c0e8
fDOFCoCBias,0xfa8da77a,0x5725885,0x5725885
fDOFRadiusScale,0xa23ea17f,0x5dc15e80,0x5dc15e80
fDOFCorrectParamNear,0xb00a8688,0x4ff57977,0x4ff57977
fDOFCorrectParamFar,0x3bb50f4c,0xc44af0b3,0x444af0b3
fDOFVelocityFactor,0xabaa776,0xf5455889,0x75455889
CBSSAOFFilter,0xb7316828,0x48ce97d7,0x48ce97d7
fSSAOOccluderPoint,0x14f6a15e,0xeb095ea1,0x6b095ea1
fSSAOChannel,0xc6b92649,0x3946d9b6,0x3946d9b6
fSSAOVPGrad,0x18256db0,0xe7da924f,0x67da924f
fSSAOVPDelta,0xebbabc56,0x144543a9,0x144543a9
fSSAOScale,0x58d2ae3e,0xa72d51c1,0x272d51c1
fSSAOOffset,0x720a04c9,0x8df5fb36,0xdf5fb36
fSSAOBiasMatrix,0x53585e12,0xaca7a1ed,0x2ca7a1ed
fSSAOOccluderRadius,0x8b0fa52a,0x74f05ad5,0x74f05ad5
fSSAOOccluderDecayRadius,0xdbe52868,0x241ad797,0x241ad797
fSSAOOccluderInverseFallOff,0x94826424,0x6b7d9bdb,0x6b7d9bdb
fSSAOInverseOccluderNum,0x520c699b,0xadf39664,0x2df39664
fSSAOMaxRadius,0x437fe4ef,0xbc801b10,0x3c801b10
fSSAOMaxDepth,0xfee00b21,0x11ff4de,0x11ff4de
CBSSAOFFilterLinearDepth,0x1bf0ef45,0xe40f10ba,0x640f10ba
fSSAOLinearDepthBias,0xdaa85f25,0x2557a0da,0x2557a0da
CBSSAOFFilterIntensity,0x58bf2caf,0xa740d350,0x2740d350
fSSAOIntensity,0xaf3cda86,0x50c32579,0x50c32579
fSSAOBounceIntensity,0xf00cf983,0xff3067c,0xff3067c
BSSSAO,0x34a2ad3f,0xcb5d52c0,0x4b5d52c0
CBBokehComposite,0xe6a5d22b,0x195a2dd4,0x195a2dd4
fBokehMipBias,0xb2ef386f,0x4d10c790,0x4d10c790
fBokehMipScale,0xcd02b963,0x32fd469c,0x32fd469c
fBokehAlphaScale,0x7aa8fbc3,0x8557043c,0x557043c
fBokehRangeScale,0x43963799,0xbc69c866,0x3c69c866
fBokehDitherScale,0xcdd2dd36,0x322d22c9,0x322d22c9
fBokehTap,0x551360e2,0xaaec9f1d,0x2aec9f1d
CBFilterEdgeAntiAliasing,0x7ecfe435,0x81301bca,0x1301bca
fFilterEdgeAntiAliasingDepthFactor,0x46596284,0xb9a69d7b,0x39a69d7b
fFilterEdgeAntiAliasingDepthMinimum,0xf3e033fe,0xc1fcc01,0xc1fcc01
fFilterEdgeAntiAliasingSamplingFactor,0xd5d4bda9,0x2a2b4256,0x2a2b4256
CBGodRaysIterator,0xd0ae0827,0x2f51f7d8,0x2f51f7d8
fGodRayParams,0xfe0c2dc1,0x1f3d23e,0x1f3d23e
CBGodRaysFilter,0x877bd898,0x78842767,0x78842767
fGodRaysOrigin,0x2f684d7c,0xd097b283,0x5097b283
fGodRaysMaskWeight,0x7d238d29,0x82dc72d6,0x2dc72d6
fGodRaysWorldOrigin,0x498aca8b,0xb6753574,0x36753574
fGodRaysMaskRadius,0x4192b632,0xbe6d49cd,0x3e6d49cd
fGodRaysDecay,0xf43fe777,0xbc01888,0xbc01888
fGodRaysThreshold,0x80ccd553,0x7f332aac,0x7f332aac
fGodRaysSamples,0xbadfce18,0x452031e7,0x452031e7
fGodRaysGamma,0x89baf0a0,0x76450f5f,0x76450f5f
fGodRaysColor,0x2baf6838,0xd45097c7,0x545097c7
fGodRaysShadowThreshold,0x28a64b09,0xd759b4f6,0x5759b4f6
fGodRaysBlurWidthScale,0x62409db9,0x9dbf6246,0x1dbf6246
fGodRaysBlurWidthOffset,0x1ec8079,0xfe137f86,0x7e137f86
SSP2O,0x786c48a,0xf8793b75,0x78793b75
BSGodRays,0xc69868f8,0x39679707,0x39679707
CBBlurMask,0x6729809a,0x98d67f65,0x18d67f65
fSphereMask,0x42c72ca0,0xbd38d35f,0x3d38d35f
fDistanceMask,0xefcc6a37,0x103395c8,0x103395c8
fMaskAttenuation,0xed92c6fb,0x126d3904,0x126d3904
CBBlurMaskIntermediate,0xe8748bb,0xf178b744,0x7178b744
bUseDistanceMask,0x24386fed,0xdbc79012,0x5bc79012
CBChromaticAberration,0x68d529d0,0x972ad62f,0x172ad62f
fCAScaler,0xbc400d57,0x43bff2a8,0x43bff2a8
fCAOffset,0x637a3906,0x9c85c6f9,0x1c85c6f9
fRGBAberrationFactor,0x3bf09a87,0xc40f6578,0x440f6578
fRGBMipAberrationFactor,0xd1e6ae5c,0x2e1951a3,0x2e1951a3
CBTangentFilter,0xe5c787da,0x1a387825,0x1a387825
fTangentVelocityScale,0x57f36944,0xa80c96bb,0x280c96bb
CBBruteForceLightingParam,0xe0f17b6b,0x1f0e8494,0x1f0e8494
iInfiniteLightLoopRange,0xcab56abe,0x354a9541,0x354a9541
iPointLightLoopRange,0x68a3baa5,0x975c455a,0x175c455a
iSpotLightLoopRange,0x36d0347e,0xc92fcb81,0x492fcb81
iCapsuleLightLoopRange,0xdd6fb942,0x229046bd,0x229046bd
iCuboidLightLoopRange,0x47901220,0xb86feddf,0x386feddf
CBWaterWave,0x2c6e91d0,0xd3916e2f,0x53916e2f
fWaterWaveDir0,0x53e11672,0xac1ee98d,0x2c1ee98d
fWaterWaveDir1,0x24e626e4,0xdb19d91b,0x5b19d91b
fWaterWaveDir2,0xbdef775e,0x421088a1,0x421088a1
fWaterWaveDir3,0xcae847c8,0x3517b837,0x3517b837
fWaterWaveHeight,0xe917e60,0xf16e819f,0x716e819f
fWaterWavePhase,0xb96adc94,0x4695236b,0x4695236b
fWaterWaveScale,0xe4912fdb,0x1b6ed024,0x1b6ed024
fWaterGridWidth,0x80f3044b,0x7f0cfbb4,0x7f0cfbb4
fWaterPeakFactor,0x8f957e75,0x706a818a,0x706a818a
CBWaterNormal,0x65930414,0x9a6cfbeb,0x1a6cfbeb
bWaterNormalFlip,0xb9bd9094,0x46426f6b,0x46426f6b
CBWaterDetail,0x6a101363,0x95efec9c,0x15efec9c
fWaterDetailPhase,0xcc22aab9,0x33dd5546,0x33dd5546
fWaterDetailHeight,0x4b3b6a63,0xb4c4959c,0x34c4959c
fWaterDetailScale,0x91d959f6,0x6e26a609,0x6e26a609
fWaterDetailPhase2,0xa8a4978f,0x575b6870,0x575b6870
fWaterDetailHeight2,0xce25b585,0x31da4a7a,0x31da4a7a
fWaterDetailScale2,0x4e9a307d,0xb165cf82,0x3165cf82
CBWaterFog,0x51b2efc6,0xae4d1039,0x2e4d1039
fWaterFogColor,0x2382f174,0xdc7d0e8b,0x5c7d0e8b
fWaterFogEffect,0x389baab2,0xc764554d,0x4764554d
fWaterFogStart,0xdaadec12,0x255213ed,0x255213ed
fWaterFogInvRange,0x79621717,0x869de8e8,0x69de8e8
CBWaterCaustics,0x87256e53,0x78da91ac,0x78da91ac
fWaterCausticsColor,0xc9f91c89,0x3606e376,0x3606e376
fWaterCausticsCenter,0xded2528,0xf212dad7,0x7212dad7
fWaterCausticsRange,0x3c280e29,0xc3d7f1d6,0x43d7f1d6
fWaterCausticsScale,0x43e971e4,0xbc168e1b,0x3c168e1b
fWaterCausticsDecay,0x166993c6,0xe9966c39,0x69966c39
fWaterCausticsDir,0xff32b837,0xcd47c8,0xcd47c8
fWaterCausticsTangent,0x2de15a0d,0xd21ea5f2,0x521ea5f2
fWaterCausticsBinormal,0xa9ec5578,0x5613aa87,0x5613aa87
fWaterCausticsDistAttn,0xef29a3a1,0x10d65c5e,0x10d65c5e
CBWaterBubble,0xaf369d07,0x50c962f8,0x50c962f8
fWaterBubbleScale,0x7aa0502a,0x855fafd5,0x55fafd5
fWaterBubblePhase,0x275ba365,0xd8a45c9a,0x58a45c9a
fWaterBubbleFactor,0xdcc0849a,0x233f7b65,0x233f7b65
fWaterBubbleMaskScale,0xedb4bc5c,0x124b43a3,0x124b43a3
fWaterBubbleMaskOffset,0xd10362af,0x2efc9d50,0x2efc9d50
fWaterBubbleMaskThreshold,0xabd58b36,0x542a74c9,0x542a74c9
fWaterBubbleOffset,0x68f2a24a,0x970d5db5,0x170d5db5
fWaterBubbleDir,0xb29b1a53,0x4d64e5ac,0x4d64e5ac
fWaterBubbleBlendFactor,0x4770e96d,0xb88f1692,0x388f1692
fWaterQuantOffset,0x2b5f04f2,0xd4a0fb0d,0x54a0fb0d
fWaterQuantScale,0xbeef8242,0x41107dbd,0x41107dbd
CBWaterShadow,0x3160eedd,0xce9f1122,0x4e9f1122
fWaterShadowFogColor,0x4c678db0,0xb398724f,0x3398724f
fWaterShadowMapOffset,0x7e313cea,0x81cec315,0x1cec315
fWaterShadowMapScale,0xd5f1b5f5,0x2a0e4a0a,0x2a0e4a0a
CBWaterRipple,0xec420d15,0x13bdf2ea,0x13bdf2ea
fWaterRippleHeight,0xcd2c0d47,0x32d3f2b8,0x32d3f2b8
fWaterRippleDetailScale,0xa235f5a7,0x5dca0a58,0x5dca0a58
fWaterRippleMapScale,0x75fb4a28,0x8a04b5d7,0xa04b5d7
fWaterRippleProjection,0x2db1db94,0xd24e246b,0x524e246b
CBWater,0x56cfd73e,0xa93028c1,0x293028c1
fWaterReflectionScale,0x317be200,0xce841dff,0x4e841dff
fWaterRefractionScale,0x648baf60,0x9b74509f,0x1b74509f
fWaterDepthFactor,0x91dc4628,0x6e23b9d7,0x6e23b9d7
fWaterUVMin,0xcaa2744,0xf355d8bb,0x7355d8bb
fWaterUVMax,0x30a7181d,0xcf58e7e2,0x4f58e7e2
fWaterReflectionColor,0xbb6b8f6d,0x44947092,0x44947092
fWaterFresnelExp,0x35c727e1,0xca38d81e,0x4a38d81e
fWaterFresnelFactor,0x2efa5e1e,0xd105a1e1,0x5105a1e1
fWaterFresnelBias,0x1fdc082c,0xe023f7d3,0x6023f7d3
fWaterFluctuationBase,0x4aa22704,0xb55dd8fb,0x355dd8fb
fWaterSpecularShininess,0x7c1027d3,0x83efd82c,0x3efd82c
CBGUIGlobal,0x96af954f,0x69506ab0,0x69506ab0
fGUIWMatrix,0x9b81ed2,0xf647e12d,0x7647e12d
CBGUIMatrix,0x86995f03,0x7966a0fc,0x7966a0fc
fGUIMatrix,0x7885add,0xf877a522,0x7877a522
CBGUIStaticColor,0x986ce7fb,0x67931804,0x67931804
fGUIStaticColor,0xa60bb6bc,0x59f44943,0x59f44943
CBGUIColor,0x7d3439e4,0x82cbc61b,0x2cbc61b
fGUIColorScale,0xcd250aa4,0x32daf55b,0x32daf55b
fGUIAmbientColor,0xe9f160b0,0x160e9f4f,0x160e9f4f
CBGUIColorAttribute,0x6e436ab7,0x91bc9548,0x11bc9548
fGUISaturationParam,0x644c9104,0x9bb36efb,0x1bb36efb
CBGUICoord,0x74ca5ef0,0x8b35a10f,0xb35a10f
fGUIUVClamp,0xad4daea8,0x52b25157,0x52b25157
fGUIInvTextureSize,0x6e6a410a,0x9195bef5,0x1195bef5
CBGUIAlphaMask,0x2269e3d,0xfdd961c2,0x7dd961c2
fGUIAlphaMaskRect,0x6cac4df6,0x9353b209,0x1353b209
CBGUIFontFilter,0x61333891,0x9eccc76e,0x1eccc76e
fGUIFF0,0x8555e224,0x7aaa1ddb,0x7aaa1ddb
fGUIFF1,0xf252d2b2,0xdad2d4d,0xdad2d4d
SSGUI,0xdd30292a,0x22cfd6d5,0x22cfd6d5
SSGUI_,0xf2b05a17,0xd4fa5e8,0xd4fa5e8
RSGUIScissorEnable,0x4dade0ff,0xb2521f00,0x32521f00
BSGUIAddColorRGB,0xbe834d30,0x417cb2cf,0x417cb2cf
BSGUIAddInvColor,0xd84a606a,0x27b59f95,0x27b59f95
BSGUIColorBlendAlphaAdd,0xfb1a5f8f,0x4e5a070,0x4e5a070
BSGUIAlphaMaskWrite,0xa0618d8a,0x5f9e7275,0x5f9e7275
BSGUIAlphaMaskUpdate,0x6e4119d4,0x91bee62b,0x11bee62b
BSGUIAlphaMaskAdd,0x1bc205e3,0xe43dfa1c,0x643dfa1c
DSGUIStencilWrite,0x2dff7a42,0xd20085bd,0x520085bd
DSGUIStencilApply,0xedbb8c02,0x124473fd,0x124473fd
DSGUIStencilApplyReverse,0xd825cde1,0x27da321e,0x27da321e
DSGUIStencilUpdate,0xfb73cda1,0x48c325e,0x48c325e
DSGUIZTestStencilApply,0xd6473d58,0x29b8c2a7,0x29b8c2a7
DSGUIZTestStencilApplyReverse,0x24f87934,0xdb0786cb,0x5b0786cb
DSGUIZTestStencilUpdate,0x70f689fa,0x8f097605,0xf097605
DSGUIZWriteStencilApply,0x9e74c847,0x618b37b8,0x618b37b8
DSGUIZWriteStencilApplyReverse,0x4810af3d,0xb7ef50c2,0x37ef50c2
DSGUIZWriteStencilUpdate,0xfdb6b7fa,0x2494805,0x2494805
DSGUIZTestWriteStencilApply,0x9eff6bb1,0x6100944e,0x6100944e
DSGUIZTestWriteStencilApplyReverse,0x1600421d,0xe9ffbde2,0x69ffbde2
DSGUIZTestWriteStencilUpdate,0xa9686b70,0x5697948f,0x5697948f
CBProjectionTexture,0x6897cf20,0x976830df,0x176830df
fProjectionTextureColor,0xb01ae991,0x4fe5166e,0x4fe5166e
fProjectionTextureMatrix,0xa63bf460,0x59c40b9f,0x59c40b9f
fProjectionTextureWrapParam,0x5c090a93,0xa3f6f56c,0x23f6f56c
fProjectionTextureRangeParam,0xb8e991fc,0x47166e03,0x47166e03
fProjectionTextureFadeParam,0x14a5d6e6,0xeb5a2919,0x6b5a2919
CBTextureBlend,0xc9dea9f,0xf3621560,0x73621560
fTextureBlendFactor,0xa290960b,0x5d6f69f4,0x5d6f69f4
CBGPUParticleEx,0x40e5bc6d,0xbf1a4392,0x3f1a4392
fDepthBlend,0xaeedcf08,0x511230f7,0x511230f7
CBGPUParticleTex,0x5d174b81,0xa2e8b47e,0x22e8b47e
fTextureSize,0xffac6f81,0x53907e,0x53907e
fTextureInvSize,0x43a67db1,0xbc59824e,0x3c59824e
fPatternSize,0xb0a4e2b2,0x4f5b1d4d,0x4f5b1d4d
fPatternRowNum,0x3a0b2aba,0xc5f4d545,0x45f4d545
fPatternTotalNum,0xf1731416,0xe8cebe9,0xe8cebe9
CBGPUParticleLvCorrection,0x276d51ca,0xd892ae35,0x5892ae35
fLvCorrColorConst,0xed8278dd,0x127d8722,0x127d8722
fLvCorrValue,0x52e21140,0xad1deebf,0x2d1deebf
CBLightShaft,0x98758583,0x678a7a7c,0x678a7a7c
fLightShaftProj,0x78d79492,0x87286b6d,0x7286b6d
fLightShaftPos,0x345a7057,0xcba58fa8,0x4ba58fa8
fLightShaftDir,0xe28eceb,0xf1d71314,0x71d71314
fLightShaftDecayFactor,0xb437d8f3,0x4bc8270c,0x4bc8270c
fLightShaftSearchDistance,0x774e0a61,0x88b1f59e,0x8b1f59e
fLightShaftColor,0x8872f26d,0x778d0d92,0x778d0d92
fLightShaftPlane,0x2f979704,0xd06868fb,0x506868fb
fLightShaftEyeT0,0xd9f1fb85,0x260e047a,0x260e047a
fLightShaftEyeT1,0xaef6cb13,0x510934ec,0x510934ec
CBMark,0xfd3f501b,0x2c0afe4,0x2c0afe4
fMarkNum,0xe1a84d22,0x1e57b2dd,0x1e57b2dd
fMarkParams,0xadded0f4,0x52212f0b,0x52212f0b
fMark,0x3752f7a3,0xc8ad085c,0x48ad085c
fMark2,0x553d1ea8,0xaac2e157,0x2ac2e157
SSGrass,0xaaa511e7,0x555aee18,0x555aee18
CBGrassCommon,0x3961d6a7,0xc69e2958,0x469e2958
fAmbientOcclusionFactor,0xff0825ce,0xf7da31,0xf7da31
fFadeParams,0xbfd568f2,0x402a970d,0x402a970d
fNearClipDistance,0xe9a5e73c,0x165a18c3,0x165a18c3
fPatternNum,0xa4a0880,0xf5b5f77f,0x75b5f77f
fInvPatternNum,0x91e4e4aa,0x6e1b1b55,0x6e1b1b55
fPatternOffset,0x62eca526,0x9d135ad9,0x1d135ad9
fDynamicEditMapViewProj,0x5ccc0506,0xa333faf9,0x2333faf9
fGrassLightMaskBlendFactor,0xcd912777,0x326ed888,0x326ed888
fGrassShadowScale,0x99f261f7,0x660d9e08,0x660d9e08
CBGrassMaterial,0x1ede9fe,0xfe121601,0x7e121601
fGrassTranslucent,0xc9e44d77,0x361bb288,0x361bb288
fGrassDetailNormalFactor,0x42260e4,0xfbdd9f1b,0x7bdd9f1b
fGrassDetailNormalWrap,0x595372d4,0xa6ac8d2b,0x26ac8d2b
fGrassSpecularPower,0xa01e18a3,0x5fe1e75c,0x5fe1e75c
fGrassColor,0x5c179f11,0xa3e860ee,0x23e860ee
fGrassColorTweak,0xa20705a3,0x5df8fa5c,0x5df8fa5c
CBGrassChain,0xeaa921e4,0x1556de1b,0x1556de1b
fChain,0xd98e8d37,0x267172c8,0x267172c8
fChainNormal,0xf9fee153,0x6011eac,0x6011eac
fChainTangent,0x71c7564e,0x8e38a9b1,0xe38a9b1
fChainUV,0x713c908,0xf8ec36f7,0x78ec36f7
CBGrassBillboard,0x2c71d8ba,0xd38e2745,0x538e2745
fBillboardDirection,0xcbcd4e36,0x3432b1c9,0x3432b1c9
fBillboard,0xade7b9ba,0x52184645,0x52184645
fBillboardUV,0xa88aafd2,0x5775502d,0x5775502d
CBGrassRoot,0x6363cae4,0x9c9c351b,0x1c9c351b
fGlobalWindParam,0xf4b0dce4,0xb4f231b,0xb4f231b
CBGrassGlobalWind,0x3fa3982b,0xc05c67d4,0x405c67d4
fGlobalWind,0x3f220e4a,0xc0ddf1b5,0x40ddf1b5
CBGrassUnit,0xa92c3fec,0x56d3c013,0x56d3c013
fQuantScale,0x83daa3ac,0x7c255c53,0x7c255c53
fQuantOffset,0x6cd0feac,0x932f0153,0x132f0153
CBGrassPointShadow,0x30c30af0,0xcf3cf50f,0x4f3cf50f
fPointMapBias,0x132ba3e5,0xecd45c1a,0x6cd45c1a
fPointMapHalfPixel,0x20697e32,0xdf9681cd,0x5f9681cd
fPointMapHalfSize,0x29123c53,0xd6edc3ac,0x56edc3ac
fPointViewProj,0xf2c66a04,0xd3995fb,0xd3995fb
BSAddRWrite,0x6efff6c0,0x9100093f,0x1100093f
BSAddGWrite,0x3de465e8,0xc21b9a17,0x421b9a17
BSAddBWrite,0x6d29f45b,0x92d60ba4,0x12d60ba4
BSAddAWrite,0xebbd86f5,0x1442790a,0x1442790a
BSSubRWrite,0x3f0898b8,0xc0f76747,0x40f76747
BSSubGWrite,0x6c130b90,0x93ecf46f,0x13ecf46f
BSSubBWrite,0x3cde9a23,0xc32165dc,0x432165dc
BSSubAWrite,0xba4ae88d,0x45b51772,0x45b51772
BSAlphaToCoverage,0x8bfbcf10,0x740430ef,0x740430ef
CBMirageCommon,0x5d614fc8,0xa29eb037,0x229eb037
fMirageNear,0x38cf2c28,0xc730d3d7,0x4730d3d7
fMirageFar,0xf6454994,0x9bab66b,0x9bab66b
fMirageMinAltitude,0xda060532,0x25f9facd,0x25f9facd
fMirageMinThresholdAltitude,0x577b0a25,0xa884f5da,0x2884f5da
fMirageMaxThresholdAltitude,0x7e05f73d,0x81fa08c2,0x1fa08c2
fMirageMaxAltitude,0x160b7e3d,0xe9f481c2,0x69f481c2
CBMirageNoise,0xcd33001e,0x32ccffe1,0x32ccffe1
fMirageNoiseOffset,0x1930fdc4,0xe6cf023b,0x66cf023b
fMirageNoiseScale,0x97a576e,0xf685a891,0x7685a891
fMirageBias,0xc045a62,0xf3fba59d,0x73fba59d
CBMirageRefract,0xb020e0e6,0x4fdf1f19,0x4fdf1f19
fMirageRefractConst,0x8604143c,0x79fbebc3,0x79fbebc3
fMirageHeightConst,0x6d73643b,0x928c9bc4,0x128c9bc4
CBMirageDepthBlend,0x75349802,0x8acb67fd,0xacb67fd
fMirageDepth,0xa5e81751,0x5a17e8ae,0x5a17e8ae
BSRGWrite,0x115bab06,0xeea454f9,0x6ea454f9
BSBAWrite,0xa0dcd4d5,0x5f232b2a,0x5f232b2a
DSZTestWriteBack,0x563d8c11,0xa9c273ee,0x29c273ee
CBSoftBodySim,0xaccdabb2,0x5332544d,0x5332544d
fSbT2,0x54bb0322,0xab44fcdd,0x2b44fcdd
fSbDamp,0xc1d7f27e,0x3e280d81,0x3e280d81
fSbInverseMass,0xe6f27e4d,0x190d81b2,0x190d81b2
fSbTimeStep,0x1b65e753,0xe49a18ac,0x649a18ac
fSbGravity,0xeeae0571,0x1151fa8e,0x1151fa8e
fSbOldTimeStep,0xb25c53a2,0x4da3ac5d,0x4da3ac5d
CBSoftBodyRtParam2,0xeb38feef,0x14c70110,0x14c70110
fSbWindHeading,0x399fde39,0xc66021c6,0x466021c6
fSbGrassWind,0x620a1e31,0x9df5e1ce,0x1df5e1ce
fSbWindRefIdx,0xdd728c49,0x228d73b6,0x228d73b6
fSbWindStrength,0x65e4b017,0x9a1b4fe8,0x1a1b4fe8
fSbDetailWind,0xb505bf0c,0x4afa40f3,0x4afa40f3
fSbPseudoWind,0x9c244503,0x63dbbafc,0x63dbbafc
fSbRayDirection0,0x2128b8b2,0xded7474d,0x5ed7474d
fSbRayRadius0,0x8a56506a,0x75a9af95,0x75a9af95
fSbRayStartPos0,0x6765e6f7,0x989a1908,0x189a1908
fSbRayPower0,0x25296e9f,0xdad69160,0x5ad69160
fSbRayDirection1,0x562f8824,0xa9d077db,0x29d077db
fSbRayRadius1,0xfd5160fc,0x2ae9f03,0x2ae9f03
fSbRayStartPos1,0x1062d661,0xef9d299e,0x6f9d299e
fSbRayPower1,0x522e5e09,0xadd1a1f6,0x2dd1a1f6
fSbRayAttenuator0,0xdfe69423,0x20196bdc,0x20196bdc
fSbRayAttenuator1,0xa8e1a4b5,0x571e5b4a,0x571e5b4a
fSbDistCoM0,0x6869ff95,0x9796006a,0x1796006a
fSbDistCoM1,0x1f6ecf03,0xe09130fc,0x609130fc
CBSoftBodyDirectGrassWind,0x9e029b56,0x61fd64a9,0x61fd64a9
fSbDirectGrassWind,0xfdffa3d4,0x2005c2b,0x2005c2b
fSbDirectGrassWindStrength,0x8fbb0dbb,0x7044f244,0x7044f244
CBSoftBodyRtParam,0x39a2a0d1,0xc65d5f2e,0x465d5f2e
fSbAlpha,0xf3a4ca5d,0xc5b35a2,0xc5b35a2
fSbWeightOffset,0xa0f78f8,0xf5f08707,0x75f08707
fSbWeightScale,0x5a673d76,0xa598c289,0x2598c289
fSbFriction,0x7d08dcca,0x82f72335,0x2f72335
CBSoftBodyQuad,0xae9e8854,0x516177ab,0x516177ab
fSbEpsilon,0xa8dbace,0xf5724531,0x75724531
fSbRTW,0xc51361ae,0x3aec9e51,0x3aec9e51
fSbRTH,0x481b6c5b,0xb7e493a4,0x37e493a4
fSbSRW,0x928bac1f,0x6d7453e0,0x6d7453e0
fSbSRH,0x1f83a1ea,0xe07c5e15,0x607c5e15
CBSoftBodyCollision,0xe45d7130,0x1ba28ecf,0x1ba28ecf
fSbDsp,0xa277b962,0x5d88469d,0x5d88469d
fSbSphereListSize,0x8b5209e3,0x74adf61c,0x74adf61c
fSbDtr,0x3384e89,0xfcc7b176,0x7cc7b176
fSbTriangleListSize,0x44985dfb,0xbb67a204,0x3b67a204
fSbDbo,0x7ca69787,0x83596878,0x3596878
fSbBoxListSize,0xa77039d2,0x588fc62d,0x588fc62d
fSbDel,0xaaee50fa,0x5511af05,0x5511af05
fSbEllipsoidListSize,0x38054e94,0xc7fab16b,0x47fab16b
fSbDca,0x82058bc1,0x7dfa743e,0x7dfa743e
fSbCapsuleListSize,0xcfa089b2,0x305f764d,0x305f764d
fSbDte,0x80ebcb4e,0x7f1434b1,0x7f1434b1
fSbTerrainListSize,0x88c58d08,0x773a72f7,0x773a72f7
fSbXMin,0x742c5dba,0x8bd3a245,0xbd3a245
fSbXUnit,0x7109d355,0x8ef62caa,0xef62caa
fSbZMin,0xde259531,0x21da6ace,0x21da6ace
fSbZUnit,0xbc98035,0xf4367fca,0x74367fca
fSbNcol,0x8bd9f8b9,0x74260746,0x74260746
